run_id,run_order,true_regime,d_decision_0,d_decision_1,d_decision_2,c_ambient_temp,c_context_cat_0,c_context_cat_1,f_strong_linear_0,f_strong_linear_1,f_strong_linear_2,f_moderate_linear_0,f_moderate_linear_1,f_nonlinear_0,f_nonlinear_1,f_proxy_0,f_proxy_1,f_proxy_2,f_noise_0,f_noise_1,f_noise_2,f_noise_3,f_noise_4,f_noise_5,f_noise_6,t_yield,t_quality
r0014,14,0,-0.11317160234533774,0.10970493878296672,-0.2672151003475052,12.615710915771341,C,B,-1.6198719943917699,-2.5016998441596545,0.8056786392425009,0.612965380474599,2.710745527218326,0.3283679728315381,0.008281909957927018,,0.11274896151255276,,1.123094630441539,0.6144401228924746,1.286842262645503,1.196339485370247,0.22198277767627117,,-0.4061336454709856,-5.262784303969969,-3.929154689767369
r0015,15,0,-0.5455225564304462,-0.2581554322751225,-0.3450088711749091,25.336112082859916,B,B,-2.2472685553408556,-1.7039928626103755,0.6774013686923024,-0.14098789744441861,-0.2138045580904907,0.17874096328632716,-0.20378186112454774,0.7750295642523943,,0.9240232508689995,-0.04499520764300634,0.6312383280671477,-1.9097629057462808,0.07539954314606226,1.3837203611929991,1.972195951943814,-1.0285042409412697,-5.029293200272804,-2.5931408253434625
r0016,16,0,0.1091695740316696,0.6595794862648263,-0.24107184054614206,18.342559139513728,B,C,1.0017453976515072,-0.8330367227960116,-0.9547918171308215,1.5317788906010528,-0.7978827636184951,,-1.4711152343848903,,,-1.2895228502872138,-1.9608455984695325,0.4802411525117667,-1.2794967959138979,-0.16787406942631122,0.6407291102029202,-0.18924569656839169,-0.21714361307631405,-2.207613307270451,-2.8613228349813493
r0017,17,0,-0.8723654877916494,0.6165029441286036,0.3714866909118908,25.572962222886886,C,C,1.1877250932619365,-0.5577288874952148,0.973894128217401,1.007510770986559,0.4277963982471327,,0.503048668376865,0.02054354254587635,0.18091668645742376,,0.7059697466988162,0.4077283696180388,-1.0320322451615775,1.0960642330571804,1.6274013394646858,3.0317624151106344,0.27734417972021486,7.562504567687463,6.467994251697612
r0018,18,0,0.6552623439851641,-0.3657222143545693,-0.4062470508574294,21.916885565912352,A,C,-1.0206230195133374,-0.4083886272547264,0.6985663453715051,-0.25665411639975283,0.4389910293888949,-0.6225401526655531,-2.414107851031037,-0.09453226689909672,0.31340454224480185,-0.14425934700139526,-1.659887881419688,-0.32054037833754784,-0.06331985971095996,0.5803959648586033,-0.059042217305055426,-0.22752941536322038,-0.49474843052571216,-2.327992246819549,2.7118274762761554
r0019,19,0,0.2633287982441297,0.9057987901394899,0.8977158534306808,19.344312348983276,C,C,-1.8598354065456286,,0.10192588737265744,0.7501218121369445,-0.5267153919462082,-1.0717013268617444,0.6483940112387127,-0.9548744474681916,,-0.01798649857679724,0.3087992768481657,0.7874827043855253,,0.7318133943208879,2.390222710651804,0.25519335175601643,0.5539535059953238,-1.925563814326804,-0.3672622027567242
r0020,20,0,0.5161754801707477,-0.41816432371976275,0.8326960390763558,21.743879470231477,A,B,0.09903482100720092,-0.3117463308224471,-0.7623234580276522,1.9337934851881868,,-0.35361474161364437,,-1.9660647966556535,-1.8237840955138915,-1.7044727818197907,-0.8874638247421598,-0.04555812675454088,1.3991363816960873,-0.6645866722585968,-0.485396202914123,,-0.5829938836640675,-2.700363062773889,-3.9555328328351167
r0021,21,0,-0.2909480637402633,0.030114258463429078,-0.03817914339984285,29.7550628006315,A,B,0.9308382263505294,1.0493396105434072,-0.85920601857557,1.960484600783027,2.309844422090078,-1.1039886353716615,0.053457912617474034,-0.8665549689990935,-0.09029149523422275,-0.5118536962683271,-1.1598392857669653,-0.4871135608151781,0.9543483290916974,,-0.766461834197669,0.372325560060305,0.6203723939313579,5.302260682125507,7.310909964266061
r0022,22,0,0.9413960487898065,-0.4880698188647945,-0.3432775899906224,30.384902645268767,C,C,1.7975945224343146,,,,0.3268434703880229,,-0.11916883732792043,-0.5529536906752801,-0.06605859914503237,-0.8019555350930994,-0.4419100170796902,,0.49527294606859795,-0.5677221432527015,,0.8356149278862445,0.44222206203659953,4.58072697581902,1.1079490949954454
r0023,23,0,0.7862422426443954,0.8720871400979266,0.07086957966000629,20.346905675663894,C,A,,-0.862317959475543,0.54259446329196,-0.9265331111571506,-0.7322853814020757,,1.1695381472938837,-0.4208032711287609,-0.38943039361519827,-0.37145941147932315,-0.18329755642725984,,0.14563031434388482,-0.6208213856805886,2.3310246715580702,,-0.06092305470793503,5.251519328301279,1.3354154308834105
r0024,24,0,0.5567669941475237,-0.6707843648359637,0.6971209775472491,20.800952966585378,C,B,-0.37171669658569495,0.4788755385204616,,1.484918786733851,0.9159303022795986,0.7119770229910514,-0.17865516901389017,-0.8248362470328139,-1.1059146394862933,-0.579882756479851,-0.6442082503864482,-1.7349760820454327,,0.7861992686529143,0.8194475726178976,,-0.4413823123659498,1.3214801348340166,-3.452617447165515
r0025,25,0,-0.6107225842960649,-0.910178761215342,0.30517468112020407,25.381200787331927,C,C,-0.8931306215848627,-1.5356420699261193,0.4375122486198699,-1.0582810508376372,-0.1091451515613345,-1.18147906792882,-0.6941385611456656,0.1572767772355788,0.020035703562898688,-0.09331052627632158,0.5887032782151507,,-0.861982355313375,0.9759840502940518,-0.33412073338030845,,0.15154079576526616,-11.892165152410973,-3.596911590957467
r0026,26,0,-0.06655799254593164,-0.12980587999392412,0.6087836558941548,15.771694836163263,B,B,0.011451291670654416,0.3896917053200022,,,-0.25288144631783127,-0.5662949155810063,-0.506602695971203,-0.022782812196106672,0.03729133686670061,-0.350680874807875,-0.44606937845883377,-1.6791104276237172,0.8572103535566122,-0.15513028953240038,1.249022696873495,0.2704853861101991,0.5502537430336992,-7.796033032465319,-2.0012316138370494
r0027,27,0,-0.9123924684255424,0.9847511281116741,0.06544455213148037,21.665351863091274,B,A,-0.2992647038852564,0.10255318372626686,-0.20406858443884895,-0.4861941306990469,0.5622728719144933,,1.2728827687546636,0.5160659076683107,-0.07189116367912529,0.4170986405162691,,-0.10823333832297323,-1.112044254359201,,0.687692185117782,-0.9089976945137175,2.0617991527316084,2.6371815352845625,6.596656444844884
r0028,28,0,-0.6914210158649043,0.7833545325098279,0.2658352585352415,19.870685760230717,A,B,-1.0150679057288161,-0.1474424899181674,0.10964775457400863,,,,0.5362969691808936,-0.8373462517593555,-0.5185726120222806,-0.1018833648881978,0.28117316564347944,-0.4336274851541877,0.8353769939022309,1.3684693937651298,1.9661274713755903,0.4184990745503845,0.939420421798181,4.455817853271011,-0.8555645406574135
r0029,29,0,0.36609790648490925,0.49721603891389843,-0.42368877163507657,21.56954105728777,A,A,,,2.4451301450589167,-0.10239670661109637,0.3526272039171724,0.33028994561659186,-0.3856299815231613,-0.6058378684590784,-0.17808664065705337,-1.124029130404578,,-2.085028296679878,1.186142502118831,0.24339891640053923,-1.5478328327399113,-0.1340272208093656,0.9759899498158413,21.904259543211523,13.458822458195979
r0030,30,0,0.48952431181563427,0.7815849817570497,0.46978632462058156,15.833155970252971,A,C,1.785168402072131,-0.6222074452947179,,-0.6505636204055921,1.9129548077317522,,-0.23644641996451343,0.15694482723691167,0.008450988914590188,,-0.8659398838322859,,0.2108646020880872,-0.82189177154304,,,,7.2156934621127515,3.8404718060430887
r0031,31,0,0.93501946486842,0.7868932793957264,-0.5951908137485633,12.052162533455155,A,C,1.1360486835554284,2.0602981705240784,,,0.46617766219731077,0.4987194410697233,-1.567177090585447,,-2.07453435169092,-2.275651097557113,-1.6474962990474387,-0.3800380621921959,-0.17621305896197587,,-0.46252138394282544,,0.5159584767678441,14.034509655727703,6.7085393355689416
r0032,32,0,-0.3483492837236961,0.037716720772898116,0.38959625763699646,9.635082820043541,B,A,-0.9208503978091276,-0.2254314492280993,0.14984241398728004,-0.7123370644127087,-0.3762121037834645,-2.107192347329688,0.388474200851541,,0.8972996853203481,0.5766337752635384,,-2.099206342561244,0.4003099083096733,,-1.9736826764086015,2.671763379756685,,-0.7480114373466196,-3.1925248736557936
r0033,33,0,-0.25908058793026223,-0.368141896338414,0.7214381366517881,14.41307943505196,C,B,0.8550193242972788,-1.2770164449702281,0.41117191801596314,-0.8795096286589426,-0.507105280428242,-0.043133589640907445,-1.7598157076954657,,,0.07344184776026441,-0.3545875472513581,0.8395680907742521,-2.861518370100673,0.1261651964309746,1.060327204779694,-0.2634772501790354,0.7040150743216541,-3.349308608420749,1.260946243997261
r0034,34,0,-0.06088837744838416,0.544024864221976,-0.7357943253969121,17.706623575303336,C,C,0.6396264094979018,0.0699195809948253,0.11834791338820451,2.2816328772760617,-0.41033997334510935,1.9975141778047627,0.7517964658354561,-0.04621631416199086,-0.19975248072888835,0.36506944403671526,-2.3721955280635143,1.435006177988935,0.30225821848546125,,-0.2703965558033584,-1.4569854207812678,-1.0089659775882531,6.490936655474991,4.858195356998718
r0035,35,0,-0.6210572818314286,0.32332252633552216,0.2287594810838396,18.53404206675619,B,C,0.44254562420405297,-1.0762452003187681,0.444726818195233,0.2975110711855549,-0.25396267804778105,,0.12862159249126584,0.7849188156017964,,1.126011621862526,-0.5357148727694001,,,-0.8897903262971976,0.7396312049865622,-0.6982214597325725,-0.4439016364187562,3.2304432307342976,2.4981358533891775
r0036,36,0,-0.7401569893290567,-0.25268454225257986,-0.8098085035401308,29.686155812147582,C,A,1.2496652670437771,-0.7517558478135002,-0.15368510436201774,0.8867590544047386,,0.0679131691693355,,-1.9035193322336734,-1.8356790504320835,-2.6660026775672425,-0.901034029254952,0.35895644065147114,-0.05062811305699102,-1.4686394303152919,2.3597719343296117,-0.051567839476213594,-0.506169266692334,-5.389664967738104,-3.3574226385950574
r0037,37,0,-0.04859014754813251,-0.8110666638769695,0.45143125654285376,25.529966849536493,C,B,,0.39703330001549114,1.4540501814574582,-0.4890774681189237,,0.5481283796421961,-1.1001355537243058,-2.1659808914155914,-1.8249309595567442,,1.5756775921706603,0.04605813857711549,0.7065325128978275,0.6328683235572881,-0.3532436918276083,0.546667032616485,,2.6922055102592966,-2.1587217168138135
r0038,38,0,-0.5461813018982318,0.493579222698052,-0.8310135623529595,15.189544418291863,C,B,0.7400142363043355,,-0.4564711442247224,-0.18595667718604886,-1.7332091032089831,0.8956052433143455,-0.10266209104063294,0.19253575720223834,0.5471752586942036,0.31526538412950356,-1.7027786118933097,1.328156620895797,-0.07476892156472781,-0.7834010538966204,-0.4211529826571552,0.5547965217253135,,-0.9359086641270171,-1.3530306579033877
r0039,39,0,0.3396279893650207,-0.47507896815427064,0.8718796454012521,21.738542262254786,B,B,0.6369062833722101,-0.6221677002542582,1.1322345721792477,-0.713553981370355,0.862000050412134,-1.9974666928898597,1.7982877009230627,-0.07795588266191143,0.05245673107593928,-0.06561082096445185,-1.4413507997340538,1.6823835853400984,-1.140206856651158,,0.11866416972399602,0.6766145517765254,0.1382234254743028,4.960834838269795,1.5464113367555894
r0040,40,0,-0.12569616225533853,0.8736263010675585,-0.7251841399243957,17.964608818248376,A,A,0.3407914080021059,0.9874051450464006,,-2.651708334919202,-0.3796865251425611,-1.6823264817910268,1.1913896402914144,-0.05013938402545809,0.31699212487345496,,1.1099696431056998,1.133568702875625,-0.14140267082537805,,0.9872473529834096,-0.6448603066373296,1.0874546201484645,1.6864271816180993,-2.692065189379574
r0041,41,0,0.6653563921156749,-0.5180588499886305,0.9177604918181608,18.578180809799523,C,A,-1.7836111297141835,1.157507758021134,-0.06025184640128695,-1.3780092768478662,0.37694778569537224,,,,-0.5398898529669706,-0.22531710847153397,1.3567631574639631,-0.9415376022298011,,-1.25738247498137,-0.5667130253101499,0.34044044350154545,0.8631507387041388,-0.48725684401401503,1.0177614912272812
r0042,42,0,0.40053020400449824,-0.754484135177028,0.6017683521701933,20.92662824707691,A,C,0.08362107741055723,1.436301756563291,-1.0719625522902192,-1.8106186799803947,-1.1269879102008638,-0.7148765618975097,0.22396742837344774,0.7358701866911588,0.6831631652109454,0.8468891951688349,,0.2013448532149219,0.11493391158101274,,-0.6309615971321306,,,1.941406986735208,4.018244395972667
r0043,43,0,-0.37526671723591787,0.6622253442498123,0.18736400893270821,23.095855584876965,B,A,-0.5561919588491252,0.5294134071257222,0.4550237203475199,-2.2497837779516074,1.328631066849436,1.3120252622199142,0.001999356415087233,0.9060546594151698,,0.8683563602247805,,0.4395161442914286,0.16191936728506806,1.5293134789672953,1.0571892702413659,-0.6196429830140117,,3.1853432139028137,1.1226221504148435
r0044,44,0,0.6645196027904021,-0.6934313667510119,0.5652482092590938,18.303707580579925,A,A,-1.2798409576400205,1.3634287120856987,1.4451259569265338,-1.1953589742981028,1.245634960171873,-0.3151743898852239,0.2819558673941572,0.3548447939129396,,-0.06991880938461703,0.6162353965533128,-1.8096169689172292,1.0393690449185533,0.06458965694322165,0.37863932383803556,-0.9177089745002595,1.1352747316531886,8.11632526831635,5.23855095999934
r0045,45,0,0.6095287149936037,-0.6414633836845218,0.5902296779661718,25.31925766367179,C,A,1.681816619300824,,-0.07735617982085408,,0.9595905257500736,-1.9345307357131178,-0.6986804359848298,-0.021865249248584046,-0.029066516129754916,-0.3974728330610283,-2.32709979694531,0.4693606596207741,-1.0860345530341475,0.5722424201872743,-2.0447282630048207,-1.1883888545982695,0.7738911809098658,4.1812330343634905,1.2987071095186895
r0046,46,0,-0.22504324193965108,0.198765583041687,0.8920541256346606,14.29030886928798,B,A,1.7289953408857035,-0.31790654862846257,-0.19688569870390954,-0.04443616770435442,-1.5147547757935393,-1.268013916843997,-0.08932040270073452,,,-1.9827789431727163,-1.8611936845055561,2.272991825979389,0.17570045616484992,-1.8435474174587096,-1.2253917994691081,,-1.6062568182953822,-3.6920952575860038,-3.2971890922453437
r0047,47,0,-0.4233437921395118,0.7491240816749289,-0.4932332923216256,20.031695311811344,A,A,1.359220600295612,-0.8670052563234263,-1.1146169630679268,1.290563762321174,0.8291210710660528,-2.7496760196305754,,0.677227021689347,0.7825013089071831,0.44210203227198486,-0.28073340085071186,0.6399361658007914,1.289929698618241,-0.6775115456917667,,0.6886117009788877,-0.3131539389082808,1.0640973224225567,0.04613038682634807
r0048,48,0,0.364991007949951,-0.6071306685708535,0.18015179071661835,32.98836863297916,A,B,0.2552134168558746,0.11922586112739209,-0.2292926535523081,0.4109825769008753,0.4048550876357089,-0.23412553728291255,0.13512345186808206,1.2531356751840306,,1.4111110852540656,1.549890566129126,1.4734130814417563,-1.7346114969371953,-1.073615729137567,,0.9766653699781299,,6.106895623984908,2.508326166034775
r0049,49,0,-0.7204950327813804,-0.37935265419981046,-0.8099016048711976,21.115398713126375,B,C,1.3506251209526567,-0.5714492191967373,-1.5927942597215277,0.7825588257151592,-1.6052712471325676,-0.18838412726438336,0.45002067342183205,,,,-0.4357300881667396,0.18291473012870507,0.17964668078005355,,-0.762195931037249,0.03931306602429631,0.7788297171210313,-5.0023044247604815,0.24755597165122434
r0050,50,1,-0.6001835950497834,0.5548096764823551,0.2323314000482426,27.166072533030864,B,A,0.012053180601825543,-0.16615784194973238,,-0.9008969953045751,-0.02429738377081549,-0.42446270978189776,-0.227419412643884,-1.2817492897738676,-0.8880477628362297,-0.8415823344787537,0.10093679173515462,,-0.5853785019730434,0.11698023402388695,,,,-7.0524773532526375,-4.53362227424281
r0051,51,1,-0.985275460497989,0.9436528521219347,-0.6574173918144224,20.45760089086604,C,A,,1.8821748802040494,0.22678604610913541,,0.3645344890332625,1.0788790390297387,-1.6150508905847878,0.9047514615843643,0.7317488676117173,-0.24533956622596087,1.133789272564012,0.3812713900809755,-0.37071038447310495,-2.2428276216104335,0.013236672801670204,-1.761289404642545,0.2839060011754735,-5.221783034244076,2.1071207782526713
r0052,52,1,0.5738487550042768,0.0014823724046846287,0.1299012229448837,22.903885476648984,A,A,-1.093471370461983,-0.1697197964203783,1.3190131977413961,0.7287142340743459,0.5560752738231508,1.1985198365166936,0.9885318628514624,0.292578359590014,1.522487300103566,,2.106884733278146,,-0.904807503214422,-1.3221959660874487,0.7357333602801638,0.8630875180453551,0.585247531358856,6.062979688309175,3.9846394817043134
r0053,53,1,0.32970171318406427,-0.7122049948974984,0.1448610280676994,19.71608402803654,C,B,0.39699130449884,0.4137923171902139,2.809210861229503,-0.5766472922336929,0.17726136694885572,-0.1703884233561112,0.3645250379928023,,1.401684414236715,2.12467299536591,-0.5768484731483126,-0.9637751872343886,,-0.537193794013418,-1.3582633948587894,0.1771198300050302,0.06413680237815363,15.239910664714152,7.326615499455177
r0054,54,1,0.4103307572526702,-0.9721274245835969,-0.06802969403754533,19.14796209417898,B,A,0.0603859284244171,-0.2322693299242352,-0.5865850850709007,0.5595403706161663,0.2912314168473797,-2.134693667476856,-0.7260150977009768,-0.40358507594533843,,,-0.016836723733426057,1.2663045571693656,1.8412556144269043,-0.8312858359510763,-0.8409491386704581,,,2.348546578779557,2.7520451180336982
r0055,55,1,0.5614580620439358,-0.5406879400022895,0.045263551026245574,16.102588016372902,C,C,-1.3026521168344645,0.07571328795683367,1.43530015664544,,1.4736113922530956,0.6172815804922585,-0.28060044683806395,-0.07985402720394633,0.09408403562915096,-0.8216975514828372,1.8220552213428425,1.3723423428665182,,0.3964085022070677,0.27295575486338886,0.38002329904861315,-0.261264391041254,4.5994601590723345,3.3348758232840683
r0056,56,1,-0.08216844892332009,-0.7363555644269579,0.5278467800131759,22.151506794787768,A,B,-0.051197111816596905,0.006016680436071459,0.2437524804016479,-0.5495526211300829,1.2260339099106798,0.5553602285085755,-1.5006694027818388,0.7984595747053931,0.7766726253732701,,-1.5221992751914284,,,0.30558019190248,,-0.9870551545368866,0.018991186640108272,6.2257257576086,5.3138806573406026
r0057,57,1,0.13748239190578748,0.35531734722571495,0.5984894330241333,15.74231405407116,A,C,-0.07972956385680847,0.4483240659731595,-0.15124764674637586,-1.122768432270995,-2.8670549537827434,0.309391570156945,-1.0254101277779044,-0.11072476920276486,,0.061416748901259643,1.0275810705538218,,-1.3019345701635046,0.8937987459354568,0.5718591826367099,-1.4980397753910466,-0.034679250018589874,-2.5842906246716986,1.1464661168381458
r0058,58,1,-0.7204060037446851,-0.7563349907429378,-0.015693568849141748,23.327926181567147,A,B,1.79756116664464,1.165307535547177,0.4325944517261522,-1.1841283318982723,-0.317438554837682,,-0.5378113463571395,-1.1080134419047085,-1.2307393895707177,-0.7858454553639571,-1.0183155323612583,-0.08695997560602091,1.727418286628101,0.7523837327126781,-1.2295073973595978,-0.7120541661829632,-1.8855729044434706,3.1737373284604895,-0.8360515255126191
r0059,59,1,-0.7709398529280531,0.012659863241266,0.19918688304522458,25.426435022229548,B,B,0.8942133285134095,,0.06191648367995918,0.08650554192146179,-0.16465102754395128,-1.16482809646104,1.2284208122801512,0.3389974404056961,0.5118430517227172,0.4977038875925126,0.10247236710315673,0.33980857449043056,-0.46233970552128695,1.1408127893613809,0.3571286762713211,0.5649172812729122,-0.3974833349294312,0.13736462031305807,0.22879197721265693
r0060,60,1,0.3368059235809433,0.38852487128577295,0.8624724713802037,21.83265703618615,C,C,0.011445439091466015,0.30962008190916684,0.11039572561221853,0.3270098687893148,-1.7520985727269711,,,,0.3390199103472721,0.7162293746788173,-0.24261904740027426,0.4602186394350634,-0.025639060347674214,-0.0019184000090541567,1.0915836193774722,,0.05620565308915186,1.856657604472632,1.1640907730758963
r0061,61,1,-0.057807587713734954,0.16223321844180472,-0.7605328229977544,18.56875633222154,A,B,,0.5895468860356021,-0.4083331628266692,-0.7925258304579145,0.09418305823231217,,,0.0010002116885410445,-0.017494524211985954,0.19686567064535698,,0.9943504681243184,-0.4027829411062397,0.3034669008166697,0.4868185471492834,-1.3679422773818628,-0.281369991905701,-1.2402494627204925,-3.113654908860481
r0062,62,1,0.13047221296237765,-0.6004486966798848,-0.765792868199779,22.269827896543482,B,C,,-1.150864509185567,-1.3981096597988507,0.02658534132609864,1.2487577724105066,0.7492229272008546,-0.5383162028615798,0.27909927536787604,0.29426510029894154,0.42883142075624414,-0.9831019276582751,0.08271820186318887,-0.9444228784030915,0.5115137019191913,0.13911173976159188,,-0.24682379551158573,4.147336716919265,1.7660729853230899
r0063,63,1,0.5299977148320512,0.6082490523645254,-0.8245819761784632,18.456634722267935,A,C,-0.20291398479554773,-0.08787674241562057,-1.5436252025220816,0.5705370361384854,,-1.6873476944133516,0.24794756085187486,-0.48887102224492224,-0.004814682993411257,0.4245232328810993,0.2764143642537545,1.410161995301936,-0.2351506466144354,0.1416566973910257,-0.09588360256597088,-0.7232356859408393,0.4879913708045874,-6.9626316352202124,-1.0672628035421878
r0064,64,1,0.2694366400011816,0.4308142592316033,0.31572657008105565,24.677735627325745,C,B,-1.0824271973882869,0.940289464883589,0.653244883281227,0.6181907146653008,0.3364009386898723,-0.9302646872700508,-0.14139550214380217,,,1.7695808365038157,0.9955393281626821,,2.45824360573656,-0.3971943099170739,-0.8348511527715018,-0.3573050602668157,-1.0789571870486339,-1.9652113593306337,0.9703494636384364
r0065,65,1,0.10715880131599165,0.4779680078310835,-0.16278339841924105,10.842969578924382,C,C,-0.15105187760692926,0.8659686384171532,-0.2767000900857134,1.5518801201224885,-0.9158234772964378,1.5163686467253361,0.8730566000927434,,-0.5229577289122558,,-0.1297362031885032,0.6241842724695326,1.392070920974255,-0.3324425343397702,-0.07199859243978847,-1.3620508308526522,-1.6280422139512112,-3.2709515307590125,-5.228290604782158
r0066,66,1,0.11841432149082709,-0.7378844968853735,0.5486428322836865,18.32196315940677,C,A,-0.7460982566525134,0.21160973279505021,-0.5960888996561666,1.2769808321980434,-0.6719120236796768,-0.2608998230008499,-0.5348113382185579,-0.47010325493711,,-0.4533223081801079,0.07011315873321637,-0.8332625915372465,-0.8529378177922723,-0.8175583983299655,1.259705852880406,-1.4220517661401326,-0.3481697908366748,-6.090389760236487,-6.7441944662118924
